search_point_url,href,name
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Vialaser+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94ce571575ba0c83:0x81f7b2f55b5532c6!8m2!3d-23.5636703!4d-46.6873208?authuser=0&hl=en&rclk=1,Vialaser Depilação a Laser
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/OpenLaser+Shopping+Eldorado+-+Depila%C3%A7%C3%A3o+Definitiva+-+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94ce57d12cb0a22d:0x41679dd3fb1bee75!8m2!3d-23.5728942!4d-46.6962897?authuser=0&hl=en&rclk=1,OpenLaser Shopping Eldorado - Depilação Definitiva - Depilação a Laser
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Maislaser+-+Vila+Madalena/data=!4m5!3m4!1s0x94ce570d0a640bb3:0x7906068da249d721!8m2!3d-23.556699!4d-46.6921912?authuser=0&hl=en&rclk=1,Maislaser - Vila Madalena
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Shopping+Eldorado/data=!4m5!3m4!1s0x94ce575d468d3c17:0x189bb09556a1f9aa!8m2!3d-23.5725313!4d-46.6960783?authuser=0&hl=en&rclk=1,Espaçolaser Shopping Eldorado
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Purpurina/data=!4m5!3m4!1s0x94ce57b45effce17:0x97d3f2395d91e98!8m2!3d-23.5539071!4d-46.6914749?authuser=0&hl=en&rclk=1,Espaçolaser Purpurina
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Jardim+America+Boulevard/data=!4m5!3m4!1s0x94ce59459c23d1c1:0x4820fffe2e565450!8m2!3d-23.5760309!4d-46.6704332?authuser=0&hl=en&rclk=1,Espaçolaser Jardim America Boulevard
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Shopping+Iguatemi+Faria+Lima/data=!4m5!3m4!1s0x94ce576d78fdbdb5:0x48a86f9c66424ac2!8m2!3d-23.57692!4d-46.6879699?authuser=0&hl=en&rclk=1,Espaçolaser Shopping Iguatemi Faria Lima
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Pedroso+de+Morais/data=!4m5!3m4!1s0x94ce57130a8977c3:0x7085681ddc4d0045!8m2!3d-23.5541469!4d-46.7074565?authuser=0&hl=en&rclk=1,Espaçolaser Pedroso de Morais
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Laser+Vision+Centers/data=!4m5!3m4!1s0x94ce577d4fde7d4f:0x873d6f68ff045673!8m2!3d-23.5699988!4d-46.6708663?authuser=0&hl=en&rclk=1,Laser Vision Centers
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Jardins/data=!4m5!3m4!1s0x94ce59d41766cc67:0xd197570759007a4f!8m2!3d-23.5634878!4d-46.6666992?authuser=0&hl=en&rclk=1,Espaçolaser Jardins
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/DepiLaser/data=!4m5!3m4!1s0x94ce598df13fc0f3:0x74ef076b59171b71!8m2!3d-23.5648986!4d-46.6674421?authuser=0&hl=en&rclk=1,DepiLaser
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Novopiel+Brasil+Depila%C3%A7%C3%A3o+A+Laser/data=!4m5!3m4!1s0x94ce577e1a39cbcb:0xf625e019f6d89818!8m2!3d-23.5646327!4d-46.6711942?authuser=0&hl=en&rclk=1,Novopiel Brasil Depilação A Laser
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Espa%C3%A7olaser/data=!4m5!3m4!1s0x94ce575c2e4977e1:0x1a0648e62ffc184f!8m2!3d-23.5842964!4d-46.6760702?authuser=0&hl=en&rclk=1,Espaçolaser
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Deep+Laser+Aesthetics+Clinic/data=!4m5!3m4!1s0x94ce59db776ee6ef:0x3ceffc49f2d434e0!8m2!3d-23.5717989!4d-46.6631715?authuser=0&hl=en&rclk=1,Deep Laser Aesthetics Clinic
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Laser+Dream/data=!4m5!3m4!1s0x94ce57f59b703b9d:0xe98b223300f5b855!8m2!3d-23.5424679!4d-46.6717223?authuser=0&hl=en&rclk=1,Laser Dream
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Espa%C3%A7olaser/data=!4m5!3m4!1s0x94ce59b9fe43e365:0x3c4f1660fd892be7!8m2!3d-23.5842295!4d-46.6706495?authuser=0&hl=en&rclk=1,Espaçolaser
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/Neves+LASER+Vision+Center/data=!4m5!3m4!1s0x94ce577d536c13a9:0xab9e467ea0e27524!8m2!3d-23.5701951!4d-46.6708225?authuser=0&hl=en&rclk=1,Neves LASER Vision Center
"laser/@-23.558925,-46.6913064,15z",https://www.google.com/maps/place/BODYLASER/data=!4m5!3m4!1s0x94ce5722297336b7:0xf000c1ccb89fb18f!8m2!3d-23.586654!4d-46.6776321?authuser=0&hl=en&rclk=1,BODYLASER
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Shopping+Center+Lapa/data=!4m5!3m4!1s0x94cef9974a6cc855:0x9d97a3fa3ed45912!8m2!3d-23.5212145!4d-46.7006456?authuser=0&hl=en&rclk=1,Espaçolaser Shopping Center Lapa
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Vialaser+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94cef93120dbaa67:0x69c19b1594fbec05!8m2!3d-23.5280856!4d-46.7032936?authuser=0&hl=en&rclk=1,Vialaser Depilação a Laser
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Diolaser+Centro+Internacional+de+Depil%C3%A7%C3%A3o+a+Laser+e+Est%C3%A9tica/data=!4m5!3m4!1s0x94cef89971662157:0x174e40733ebb1d60!8m2!3d-23.5344002!4d-46.7245511?authuser=0&hl=en&rclk=1,Diolaser Centro Internacional de Depilção a Laser e Estética
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Maislaser+by+Ana+Hickmann+-+Vila+Leopoldina/data=!4m5!3m4!1s0x94cef924b6061959:0x6e252ab3fa643bd!8m2!3d-23.5243702!4d-46.7335009?authuser=0&hl=en&rclk=1,Maislaser by Ana Hickmann - Vila Leopoldina
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Cl%C3%ADnica+de+Est%C3%A9tica+GiOlaser+-+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94cef9edc7182eeb:0xaffe78a746c0e131!8m2!3d-23.5300247!4d-46.7280526?authuser=0&hl=en&rclk=1,Clínica de Estética GiOlaser - Depilação a Laser
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/RP+Est%C3%A9tica+e+Laser/data=!4m5!3m4!1s0x94ceff5346d1fc27:0xffe8775ca57a5e1e!8m2!3d-23.5300911!4d-46.7312631?authuser=0&hl=en&rclk=1,RP Estética e Laser
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+CCS+Alto+de+Pinheiros/data=!4m5!3m4!1s0x94ce57d21654c68b:0x63f8489ff20afcef!8m2!3d-23.5402263!4d-46.7179207?authuser=0&hl=en&rclk=1,Espaçolaser CCS Alto de Pinheiros
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Esthetic+Laser+Odontologia/data=!4m5!3m4!1s0x94cef9bbd1c6cb09:0xd3e91841b27a349!8m2!3d-23.5250135!4d-46.7056928?authuser=0&hl=en&rclk=1,Esthetic Laser Odontologia
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/N%C3%A3o%2BP%C3%AAlo+-+Alto+da+Lapa/data=!4m5!3m4!1s0x94ce57d4d95548f5:0xff646acfbba964d6!8m2!3d-23.5382762!4d-46.7082035?authuser=0&hl=en&rclk=1,Não+Pêlo - Alto da Lapa
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+CCS+Lapa/data=!4m5!3m4!1s0x94cef9706d33c2e1:0x1fd0c5782bb465e4!8m2!3d-23.5288308!4d-46.7021561?authuser=0&hl=en&rclk=1,Espaçolaser CCS Lapa
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/MLASER/data=!4m5!3m4!1s0x94cef8a74ba8de3d:0x8013fb233b446b9f!8m2!3d-23.5435148!4d-46.733306?authuser=0&hl=en&rclk=1,MLASER
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Humaire+Clinic+-+Dermatology+%7C+nutrition+%7C+aesthetics/data=!4m5!3m4!1s0x94cef87abaceebbb:0xc32b7450f6839bfc!8m2!3d-23.5219993!4d-46.7007895?authuser=0&hl=en&rclk=1,Humaire Clinic - Dermatology | nutrition | aesthetics
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Maislaser+Pomp%C3%A9ia/data=!4m5!3m4!1s0x94ce57c52b195575:0x1cea93b1f0495207!8m2!3d-23.5300963!4d-46.6883233?authuser=0&hl=en&rclk=1,Maislaser Pompéia
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Shopping+Villa+Lobos/data=!4m5!3m4!1s0x94ce563b1f2be27d:0xfe35e0d22ddc0b6e!8m2!3d-23.551169!4d-46.7216455?authuser=0&hl=en&rclk=1,Espaçolaser Shopping Villa Lobos
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/i9laser+-+Grava%C3%A7%C3%B5es+e+Cortes+a+Laser/data=!4m5!3m4!1s0x94cef8713a6967ab:0xee160b9761e9f5f6!8m2!3d-23.5262577!4d-46.6962975?authuser=0&hl=en&rclk=1,i9laser - Gravações e Cortes a Laser
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/RickLaser+-+Grava%C3%A7%C3%A3o+a+laser/data=!4m5!3m4!1s0x94ce5866fdd79d41:0xd0305e4b37bc702c!8m2!3d-23.5396137!4d-46.7174503?authuser=0&hl=en&rclk=1,RickLaser - Gravação a laser
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Inova+Laser+Grava%C3%A7%C3%B5es/data=!4m5!3m4!1s0x94cef8aa0ab38d3f:0x155f1e827fabecb1!8m2!3d-23.5310738!4d-46.7257894?authuser=0&hl=en&rclk=1,Inova Laser Gravações
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Shopping+Tiete+Plaza/data=!4m5!3m4!1s0x94cef998829befe1:0xaba63d618e743933!8m2!3d-23.5065435!4d-46.7184677?authuser=0&hl=en&rclk=1,Espaçolaser Shopping Tiete Plaza
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Cl%C3%ADnica+de+Est%C3%A9tica+GiOlaser+-+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94ce571fc7498b8d:0x5c38fbadba63bb73!8m2!3d-23.5437054!4d-46.6947419?authuser=0&hl=en&rclk=1,Clínica de Estética GiOlaser - Depilação a Laser
"laser/@-23.5285732,-46.7133874,15z",https://www.google.com/maps/place/Vialaser+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94cef963788bddf3:0x9e61f1cc508e66f0!8m2!3d-23.5065898!4d-46.71854?authuser=0&hl=en&rclk=1,Vialaser Depilação a Laser
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Espa%C3%A7olaser/data=!4m5!3m4!1s0x94ce57fe8c153e97:0x87b70af3cc246164!8m2!3d-23.5266106!4d-46.674376?authuser=0&hl=en&rclk=1,Espaçolaser
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Vialaser+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94cef75d9f3eb439:0x280bd13c24fef12b!8m2!3d-23.5137562!4d-46.6594608?authuser=0&hl=en&rclk=1,Vialaser Depilação a Laser
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/OpenLaser+Shopping+West+Plaza/data=!4m5!3m4!1s0x94cef8081084f8d1:0x3bb88e2fe75d7970!8m2!3d-23.5268517!4d-46.6742266?authuser=0&hl=en&rclk=1,OpenLaser Shopping West Plaza
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Maislaser+-+Perdizes+SP/data=!4m5!3m4!1s0x94ce5980c6b63a3f:0xf5b9f5e5496c56b9!8m2!3d-23.5332585!4d-46.6667887?authuser=0&hl=en&rclk=1,Maislaser - Perdizes SP
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Best+Center+Perdizes/data=!4m5!3m4!1s0x94cef99b038f20bb:0x5dd6b65cdc1ccf63!8m2!3d-23.5178237!4d-46.6810408?authuser=0&hl=en&rclk=1,Espaçolaser Best Center Perdizes
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/N%C3%A3o%2BPelo+Perdizes/data=!4m5!3m4!1s0x94ce581c52ba9847:0x7350241376f1c600!8m2!3d-23.5338712!4d-46.6675635?authuser=0&hl=en&rclk=1,Não+Pelo Perdizes
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Seneca+Mall+Braz+Leme/data=!4m5!3m4!1s0x94cef7a658b64913:0xef6ffcff2c385d76!8m2!3d-23.50785!4d-46.6499777?authuser=0&hl=en&rclk=1,Espaçolaser Seneca Mall Braz Leme
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Espa%C3%A7olaser/data=!4m5!3m4!1s0x94cef81c84dca73d:0x2326f4616fcbdd38!8m2!3d-23.5127478!4d-46.6752193?authuser=0&hl=en&rclk=1,Espaçolaser
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Carrefour+Limao/data=!4m5!3m4!1s0x94cef9bfcd8e42b7:0xa426f02448eeb373!8m2!3d-23.5123829!4d-46.6733912?authuser=0&hl=en&rclk=1,Espaçolaser Carrefour Limao
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Shopping+Bourbon/data=!4m5!3m4!1s0x94ce57e2a0450fe1:0x7c423a0d093e6183!8m2!3d-23.5264048!4d-46.6807842?authuser=0&hl=en&rclk=1,Espaçolaser Shopping Bourbon
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Est%C3%A9tica+Perdizes/data=!4m5!3m4!1s0x94ce57e4697742cf:0xe92f8eb4428bbe80!8m2!3d-23.5328866!4d-46.6835276?authuser=0&hl=en&rclk=1,Estética Perdizes
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Maislaser+Pomp%C3%A9ia/data=!4m5!3m4!1s0x94ce57c52b195575:0x1cea93b1f0495207!8m2!3d-23.5300963!4d-46.6883233?authuser=0&hl=en&rclk=1,Maislaser Pompéia
"laser/@-23.521466,-46.6634033,15z","https://www.google.com/maps/place/Pro+Est%C3%A9tica+II+-+Tratamento+para+Celulite,+Gordura+Localizada,+Flacidez,+Estrias+-+Emagrecimento+-+Criolip%C3%B3lise+-+Criofrequ%C3%AAncia+-+Depila%C3%A7%C3%A3o+a+Laser+-+Preenchimento+Labial+-+Harmoniza%C3%A7%C3%A3o+Facial/data=!4m5!3m4!1s0x94ce581cf9bb97db:0xb08160716e074b09!8m2!3d-23.5331212!4d-46.6676442?authuser=0&hl=en&rclk=1","Pro Estética II - Tratamento para Celulite, Gordura Localizada, Flacidez, Estrias - Emagrecimento - Criolipólise - Criofrequência - Depilação a Laser - Preenchimento Labial - Harmonização Facial"
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Laser+Dream/data=!4m5!3m4!1s0x94ce57f59b703b9d:0xe98b223300f5b855!8m2!3d-23.5424679!4d-46.6717223?authuser=0&hl=en&rclk=1,Laser Dream
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Cl%C3%ADnica+de+Est%C3%A9tica+GiOlaser+-+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94ce5904adbb6649:0x51df585fcf8fdd95!8m2!3d-23.5347232!4d-46.6656741?authuser=0&hl=en&rclk=1,Clínica de Estética GiOlaser - Depilação a Laser
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Laser+In+Ind+e+Com+de+Facas+Ltda/data=!4m5!3m4!1s0x94cef7fccfdcc0bb:0x94dfed8adfb25ca7!8m2!3d-23.5144434!4d-46.6615857?authuser=0&hl=en&rclk=1,Laser In Ind e Com de Facas Ltda
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Vialaser+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94ce598dd555163d:0x2fbfddb262427420!8m2!3d-23.5465766!4d-46.6386315?authuser=0&hl=en&rclk=1,Vialaser Depilação a Laser
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/A+laser+show/data=!4m5!3m4!1s0x94cef9426d715acb:0x47af4f0b2ae9830!8m2!3d-23.5259422!4d-46.6841176?authuser=0&hl=en&rclk=1,A laser show
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Service+Laser+de+Produ%C3%A7%C3%B5es/data=!4m5!3m4!1s0x94ce58052ba714c5:0x6bef434d7f793216!8m2!3d-23.5293628!4d-46.6630614?authuser=0&hl=en&rclk=1,Service Laser de Produções
"laser/@-23.521466,-46.6634033,15z",https://www.google.com/maps/place/Espa%C3%A7olaser/data=!4m5!3m4!1s0x94ce597de28ea567:0x1bf3c7066bbda86d!8m2!3d-23.5425371!4d-46.658107?authuser=0&hl=en&rclk=1,Espaçolaser
"laser/@-23.5377903,-46.5931099,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Shopping+Boulevard+Tatuape/data=!4m5!3m4!1s0x94ce5f06f272e341:0x3644dc2ba3c52631!8m2!3d-23.5389549!4d-46.5765027?authuser=0&hl=en&rclk=1,Espaçolaser Shopping Boulevard Tatuape
"laser/@-23.5377903,-46.5931099,15z",https://www.google.com/maps/place/Vialaser+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94ce5f0614d6d9cd:0x7c2a85ca1ec732f1!8m2!3d-23.5389549!4d-46.5765026?authuser=0&hl=en&rclk=1,Vialaser Depilação a Laser
"laser/@-23.5377903,-46.5931099,15z",https://www.google.com/maps/place/OpenLaser+Depila%C3%A7%C3%A3o+a+Laser+-+Shopping+Metro+Tatuap%C3%A9/data=!4m5!3m4!1s0x94ce5f7e05b9e7c7:0x8e44e9947d45d143!8m2!3d-23.5417002!4d-46.5772743?authuser=0&hl=en&rclk=1,OpenLaser Depilação a Laser - Shopping Metro Tatuapé
"laser/@-23.5377903,-46.5931099,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Carrefour+Tatuap%C3%A9/data=!4m5!3m4!1s0x94ce5eda53dc68fd:0xefabddc531a1f215!8m2!3d-23.5369808!4d-46.5812588?authuser=0&hl=en&rclk=1,Espaçolaser Carrefour Tatuapé
"laser/@-23.5377903,-46.5931099,15z",https://www.google.com/maps/place/Giolaser+Tatuap%C3%A9/data=!4m5!3m4!1s0x94ce5ec325a1282d:0x60f52253e477f0f8!8m2!3d-23.5388608!4d-46.5761759?authuser=0&hl=en&rclk=1,Giolaser Tatuapé
"laser/@-23.5377903,-46.5931099,15z",https://www.google.com/maps/place/Alfa+Laser+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94ce5feef0832ff3:0xa4943f255498619e!8m2!3d-23.5438047!4d-46.5720741?authuser=0&hl=en&rclk=1,Alfa Laser Depilação a Laser
"laser/@-23.5377903,-46.5931099,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Tatuape+Coelho+Lisboa/data=!4m5!3m4!1s0x94ce5e9686eb8a8b:0x1a3c67b2b29c2738!8m2!3d-23.5505775!4d-46.5713569?authuser=0&hl=en&rclk=1,Espaçolaser Tatuape Coelho Lisboa
"laser/@-23.5377903,-46.5931099,15z",https://www.google.com/maps/place/Vialaser+Depila%C3%A7%C3%A3o+a+Laser/data=!4m5!3m4!1s0x94ce5f11bd73b3b3:0x66f93688289baa75!8m2!3d-23.5417077!4d-46.5766182?authuser=0&hl=en&rclk=1,Vialaser Depilação a Laser
"laser/@-23.5377903,-46.5931099,15z",https://www.google.com/maps/place/Espa%C3%A7olaser+Shopping+Metro+Tatuape/data=!4m5!3m4!1s0x94ce5f32ee2765e3:0x5e524cc0e0e5df76!8m2!3d-23.5417077!4d-46.5766182?authuser=0&hl=en&rclk=1,Espaçolaser Shopping Metro Tatuape
